date,state,population,cases,deaths
4/29/20,Missouri,6137428,161,15
4/29/20,Montana,1068778,0,1
4/29/20,Nebraska,1934408,334,0
4/29/20,Nevada,3080156,113,11
4/29/20,New Hampshire,1359711,48,0
4/29/20,New Jersey,8882190,2509,329
4/29/20,New Mexico,2096829,239,7
4/29/20,New York,26161672,4585,446
4/29/20,North Carolina,10488084,425,19
4/29/20,North Dakota,762062,42,0
4/29/20,Ohio,11689100,534,138
4/29/20,Oklahoma,3956971,63,7
4/29/20,Oregon,4217737,61,2
4/29/20,Pennsylvania,12801989,1190,327
4/29/20,Rhode Island,1059361,522,0
4/29/20,South Carolina,5148714,147,39
4/29/20,South Dakota,884659,60,2
4/29/20,Tennessee,6829174,324,6
4/29/20,Texas,28995881,1012,40
4/29/20,Utah,3205958,146,4
4/29/20,Vermont,623989,0,0
4/29/20,Virginia,8535519,623,30
4/29/20,Washington,7614893,231,15
4/29/20,West Virginia,1792147,15,0
4/29/20,Wisconsin,5822434,231,8
4/29/20,Wyoming,578759,9,0
4/30/20,Alabama,4903185,176,16
4/30/20,Alaska,731545,0,0
4/30/20,Arizona,7278717,446,12
4/30/20,Arkansas,3017804,148,4
4/30/20,California,39512223,1383,85
4/30/20,Colorado,5758736,513,11
4/30/20,Connecticut,3565287,978,87
4/30/20,Delaware,973764,80,8
4/30/20,District of Columbia,705749,217,19
4/30/20,Florida,21477737,497,50
4/30/20,Georgia,10617423,730,33
4/30/20,Hawaii,1415872,4,0
4/30/20,Idaho,1787065,32,0
4/30/20,Illinois,12671821,2536,139
4/30/20,Indiana,6732219,653,43
4/30/20,Iowa,3155070,298,14
4/30/20,Kansas,2913314,574,0
4/30/20,Kentucky,4467673,168,5
4/30/20,Louisiana,4648794,341,60
4/30/20,Maine,1344212,40,1
4/30/20,Maryland,6045680,893,66
4/30/20,Massachusetts,6892503,2051,157
4/30/20,Michigan,9986857,914,119
4/30/20,Minnesota,5639632,490,24
4/30/20,Mississippi,2976149,246,11
4/30/20,Missouri,6137428,170,19
4/30/20,Montana,1068778,2,0
4/30/20,Nebraska,1934408,405,29
4/30/20,Nevada,3080156,119,6
4/30/20,New Hampshire,1359711,92,57
4/30/20,New Jersey,8882190,2527,457
4/30/20,New Mexico,2096829,198,11
4/30/20,New York,26161672,4681,372
4/30/20,North Carolina,10488084,574,24
4/30/20,North Dakota,762062,34,0
4/30/20,Ohio,11689100,724,39
4/30/20,Oklahoma,3956971,145,8
4/30/20,Oregon,4217737,64,2
4/30/20,Pennsylvania,12801989,1644,102
4/30/20,Rhode Island,1059361,352,0
4/30/20,South Carolina,5148714,213,13
4/30/20,South Dakota,884659,76,0
4/30/20,Tennessee,6829174,358,6
4/30/20,Texas,28995881,1358,53
4/30/20,Utah,3205958,162,1
4/30/20,Vermont,623989,4,2
4/30/20,Virginia,8535519,885,30
4/30/20,Washington,7614893,273,13
4/30/20,West Virginia,1792147,15,3
4/30/20,Wisconsin,5822434,334,8
4/30/20,Wyoming,578759,14,0
5/1/20,Alabama,4903185,206,17
5/1/20,Alaska,731545,9,4
5/1/20,Arizona,7278717,314,10
5/1/20,Arkansas,3017804,51,3
5/1/20,California,39512223,1896,95
5/1/20,Colorado,5758736,466,43
5/1/20,Connecticut,3565287,1155,84
5/1/20,Delaware,973764,185,7
5/1/20,District of Columbia,705749,335,7
5/1/20,Florida,21477737,1037,46
5/1/20,Georgia,10617423,866,37
5/1/20,Hawaii,1415872,1,0
5/1/20,Idaho,1787065,31,3
5/1/20,Illinois,12671821,3152,101
5/1/20,Indiana,6732219,795,55
5/1/20,Iowa,3155070,700,8
5/1/20,Kansas,2913314,221,6
5/1/20,Kentucky,4467673,174,6
5/1/20,Louisiana,4648794,708,65
5/1/20,Maine,1344212,29,2
5/1/20,Maryland,6045680,1730,23
5/1/20,Massachusetts,6892503,2165,153
5/1/20,Michigan,9986857,946,78
5/1/20,Minnesota,5639632,590,27
5/1/20,Mississippi,2976149,397,20
5/1/20,Missouri,6137428,202,14
5/1/20,Montana,1068778,0,0
5/1/20,Nebraska,1934408,775,0
5/1/20,Nevada,3080156,195,7
5/1/20,New Hampshire,1359711,152,0
5/1/20,New Jersey,8882190,2433,310
5/1/20,New Mexico,2096829,102,8
5/1/20,New York,26161672,3942,369
5/1/20,North Carolina,10488084,316,13
5/1/20,North Dakota,762062,40,0
5/1/20,Ohio,11689100,716,27
5/1/20,Oklahoma,3956971,130,8
5/1/20,Oregon,4217737,69,1
5/1/20,Pennsylvania,12801989,1608,160
5/1/20,Rhode Island,1059361,324,0
5/1/20,South Carolina,5148714,163,12
5/1/20,South Dakota,884659,76,8
5/1/20,Tennessee,6829174,1152,5
5/1/20,Texas,28995881,965,28
5/1/20,Utah,3205958,147,0
5/1/20,Vermont,623989,13,1
5/1/20,Virginia,8535519,1055,29
5/1/20,Washington,7614893,293,10
5/1/20,West Virginia,1792147,27,5
5/1/20,Wisconsin,5822434,460,11
5/1/20,Wyoming,578759,7,0
5/2/20,Alabama,4903185,317,-1
5/2/20,Alaska,731545,1,0
5/2/20,Arizona,7278717,395,0
5/2/20,Arkansas,3017804,30,8
5/2/20,California,39512223,1321,54
5/2/20,Colorado,5758736,407,11
5/2/20,Connecticut,3565287,582,98
5/2/20,Delaware,973764,122,9
5/2/20,District of Columbia,705749,139,9
5/2/20,Florida,21477737,734,50
5/2/20,Georgia,10617423,843,8
5/2/20,Hawaii,1415872,1,0
5/2/20,Idaho,1787065,46,1
5/2/20,Illinois,12671821,2535,103
5/2/20,Indiana,6732219,665,53
5/2/20,Iowa,3155070,727,5
5/2/20,Kansas,2913314,251,2
5/2/20,Kentucky,4467673,-6,3
5/2/20,Louisiana,4648794,429,23
5/2/20,Maine,1344212,30,1
5/2/20,Maryland,6045680,1001,86
5/2/20,Massachusetts,6892503,2077,132
5/2/20,Michigan,9986857,624,155
5/2/20,Minnesota,5639632,515,24
5/2/20,Mississippi,2976149,229,10
5/2/20,Missouri,6137428,240,15
5/2/20,Montana,1068778,2,0
5/2/20,Nebraska,1934408,309,0
5/2/20,Nevada,3080156,141,9
5/2/20,New Hampshire,1359711,100,0
5/2/20,New Jersey,8882190,2434,204
5/2/20,New Mexico,2096829,219,7
5/2/20,New York,26161672,4663,290
5/2/20,North Carolina,10488084,518,12
5/2/20,North Dakota,762062,46,0
5/2/20,Ohio,11689100,592,19
5/2/20,Oklahoma,3956971,103,8
5/2/20,Oregon,4217737,56,5
5/2/20,Pennsylvania,12801989,915,60
5/2/20,Rhode Island,1059361,289,0
5/2/20,South Carolina,5148714,231,11
5/2/20,South Dakota,884659,63,0
5/2/20,Tennessee,6829174,673,5
5/2/20,Texas,28995881,1225,23
5/2/20,Utah,3205958,149,3
5/2/20,Vermont,623989,7,1
5/2/20,Virginia,8535519,836,36
5/2/20,Washington,7614893,343,6
5/2/20,West Virginia,1792147,33,2
5/2/20,Wisconsin,5822434,346,7
5/2/20,Wyoming,578759,13,0
5/3/20,Alabama,4903185,277,2
5/3/20,Alaska,731545,3,0
5/3/20,Arizona,7278717,276,0
5/3/20,Arkansas,3017804,69,4
5/3/20,California,39512223,1556,36
5/3/20,Colorado,5758736,394,10
5/3/20,Connecticut,3565287,0,0
5/3/20,Delaware,973764,169,9
5/3/20,District of Columbia,705749,219,11
5/3/20,Florida,21477737,612,15
5/3/20,Georgia,10617423,300,7
5/3/20,Hawaii,1415872,0,1
5/3/20,Idaho,1787065,0,0
5/3/20,Illinois,12671821,3015,60
5/3/20,Indiana,6732219,638,17
5/3/20,Iowa,3155070,503,9
5/3/20,Kansas,2913314,271,2
5/3/20,Kentucky,4467673,245,5
5/3/20,Louisiana,4648794,200,19
5/3/20,Maine,1344212,32,1
5/3/20,Maryland,6045680,989,46
5/3/20,Massachusetts,6892503,1273,155
5/3/20,Michigan,9986857,606,35
5/3/20,Minnesota,5639632,411,24
5/3/20,Mississippi,2976149,109,12
5/3/20,Missouri,6137428,251,12
5/3/20,Montana,1068778,0,0
5/3/20,Nebraska,1934408,344,0
5/3/20,Nevada,3080156,83,3
5/3/20,New Hampshire,1359711,104,0
5/3/20,New Jersey,8882190,3062,129
5/3/20,New Mexico,2096829,118,12
5/3/20,New York,26161672,3438,284
5/3/20,North Carolina,10488084,182,3
5/3/20,North Dakota,762062,38,0
5/3/20,Ohio,11689100,579,17
5/3/20,Oklahoma,3956971,121,0
5/3/20,Oregon,4217737,45,0
5/3/20,Pennsylvania,12801989,731,25
5/3/20,Rhode Island,1059361,244,0
5/3/20,South Carolina,5148714,137,8
5/3/20,South Dakota,884659,43,0
5/3/20,Tennessee,6829174,475,1
5/3/20,Texas,28995881,1081,15
5/3/20,Utah,3205958,182,1
5/3/20,Vermont,623989,10,2
5/3/20,Virginia,8535519,934,43
5/3/20,Washington,7614893,219,4
5/3/20,West Virginia,1792147,10,0
5/3/20,Wisconsin,5822434,304,5
5/3/20,Wyoming,578759,7,0
5/4/20,Alabama,4903185,224,8
5/4/20,Alaska,731545,2,0
5/4/20,Arizona,7278717,284,0
5/4/20,Arkansas,3017804,52,4
5/4/20,California,39512223,981,62
5/4/20,Colorado,5758736,283,9
5/4/20,Connecticut,3565287,635,118
5/4/20,Delaware,973764,79,5
5/4/20,District of Columbia,705749,154,7
5/4/20,Florida,21477737,819,20
5/4/20,Georgia,10617423,747,55
5/4/20,Hawaii,1415872,1,0
5/4/20,Idaho,1787065,45,0
5/4/20,Illinois,12671821,2321,41
5/4/20,Indiana,6732219,574,19
5/4/20,Iowa,3155070,557,4
5/4/20,Kansas,2913314,227,12
5/4/20,Kentucky,4467673,119,8
5/4/20,Louisiana,4648794,333,22
5/4/20,Maine,1344212,18,0
5/4/20,Maryland,6045680,946,28
5/4/20,Massachusetts,6892503,1389,86
5/4/20,Michigan,9986857,270,83
5/4/20,Minnesota,5639632,570,9
5/4/20,Mississippi,2976149,327,7
5/4/20,Missouri,6137428,236,11
5/4/20,Montana,1068778,2,0
5/4/20,Nebraska,1934408,376,0
5/4/20,Nevada,3080156,158,7
5/4/20,New Hampshire,1359711,74,0
5/4/20,New Jersey,8882190,1519,39
5/4/20,New Mexico,2096829,181,0
5/4/20,New York,26161672,2538,353
5/4/20,North Carolina,10488084,201,8
5/4/20,North Dakota,762062,34,0
5/4/20,Ohio,11689100,560,18
5/4/20,Oklahoma,3956971,72,0
5/4/20,Oregon,4217737,79,0
5/4/20,Pennsylvania,12801989,1591,118
5/4/20,Rhode Island,1059361,128,0
5/4/20,South Carolina,5148714,131,8
5/4/20,South Dakota,884659,37,0
5/4/20,Tennessee,6829174,343,5
5/4/20,Texas,28995881,785,23
5/4/20,Utah,3205958,133,0
5/4/20,Vermont,623989,5,-1
5/4/20,Virginia,8535519,821,24
5/4/20,Washington,7614893,288,7
5/4/20,West Virginia,1792147,29,0
5/4/20,Wisconsin,5822434,272,1
5/4/20,Wyoming,578759,10,0
5/5/20,Alabama,4903185,325,17
5/5/20,Alaska,731545,1,0
5/5/20,Arizona,7278717,381,65
5/5/20,Arkansas,3017804,47,3
5/5/20,California,39512223,2572,103
5/5/20,Colorado,5758736,502,51
5/5/20,Connecticut,3565287,643,78
5/5/20,Delaware,973764,82,5
5/5/20,District of Columbia,705749,152,6
5/5/20,Florida,21477737,537,72
5/5/20,Georgia,10617423,605,53
5/5/20,Hawaii,1415872,3,0
5/5/20,Idaho,1787065,21,1
5/5/20,Illinois,12671821,2090,175
5/5/20,Indiana,6732219,526,60
5/5/20,Iowa,3155070,503,19
5/5/20,Kansas,2913314,265,5
5/5/20,Kentucky,4467673,578,14
5/5/20,Louisiana,4648794,323,51
5/5/20,Maine,1344212,23,4
5/5/20,Maryland,6045680,709,63
5/5/20,Massachusetts,6892503,1332,122
5/5/20,Michigan,9986857,491,43
5/5/20,Minnesota,5639632,616,27
5/5/20,Mississippi,2976149,330,32
5/5/20,Missouri,6137428,173,29
5/5/20,Montana,1068778,-1,0
5/5/20,Nebraska,1934408,336,0
5/5/20,Nevada,3080156,30,5
5/5/20,New Hampshire,1359711,48,0
5/5/20,New Jersey,8882190,2421,334
5/5/20,New Mexico,2096829,107,12
5/5/20,New York,26161672,2239,282
5/5/20,North Carolina,10488084,539,30
5/5/20,North Dakota,762062,41,0
5/5/20,Ohio,11689100,495,78
5/5/20,Oklahoma,3956971,83,9
5/5/20,Oregon,4217737,80,4
5/5/20,Pennsylvania,12801989,1048,341
5/5/20,Rhode Island,1059361,0,0
5/5/20,South Carolina,5148714,84,13
5/5/20,South Dakota,884659,53,3
5/5/20,Tennessee,6829174,154,7
5/5/20,Texas,28995881,1129,24
5/5/20,Utah,3205958,123,5
5/5/20,Vermont,623989,5,0
5/5/20,Virginia,8535519,764,29
5/5/20,Washington,7614893,147,21
5/5/20,West Virginia,1792147,22,0
5/5/20,Wisconsin,5822434,330,13
5/5/20,Wyoming,578759,8,0
5/6/20,Alabama,4903185,254,28
5/6/20,Alaska,731545,1,1
5/6/20,Arizona,7278717,402,32
5/6/20,Arkansas,3017804,104,4
5/6/20,California,39512223,2160,83
5/6/20,Colorado,5758736,490,16
5/6/20,Connecticut,3565287,437,85
5/6/20,Delaware,973764,396,6
5/6/20,District of Columbia,705749,139,13
5/6/20,Florida,21477737,549,68
5/6/20,Georgia,10617423,929,31
5/6/20,Hawaii,1415872,1,0
5/6/20,Idaho,1787065,31,1
5/6/20,Illinois,12671821,2406,136
5/6/20,Indiana,6732219,837,53
5/6/20,Iowa,3155070,280,12
5/6/20,Kansas,2913314,345,3
5/6/20,Kentucky,4467673,128,8
5/6/20,Louisiana,4648794,403,51
5/6/20,Maine,1344212,28,1
5/6/20,Maryland,6045680,1046,56
5/6/20,Massachusetts,6892503,2150,212
5/6/20,Michigan,9986857,780,74
5/6/20,Minnesota,5639632,739,31
5/6/20,Mississippi,2976149,217,32
5/6/20,Missouri,6137428,229,15
5/6/20,Montana,1068778,0,0
5/6/20,Nebraska,1934408,316,0
5/6/20,Nevada,3080156,81,13
5/6/20,New Hampshire,1359711,100,0
5/6/20,New Jersey,8882190,1253,305
5/6/20,New Mexico,2096829,153,7
5/6/20,New York,26161672,2786,569
5/6/20,North Carolina,10488084,543,20
5/6/20,North Dakota,762062,57,6
5/6/20,Ohio,11689100,607,90
5/6/20,Oklahoma,3956971,75,6
5/6/20,Oregon,4217737,77,2
5/6/20,Pennsylvania,12801989,936,166
5/6/20,Rhode Island,1059361,0,0
5/6/20,South Carolina,5148714,95,9
5/6/20,South Dakota,884659,59,0
5/6/20,Tennessee,6829174,273,12
5/6/20,Texas,28995881,1016,29
5/6/20,Utah,3205958,136,2
5/6/20,Vermont,623989,1,0
5/6/20,Virginia,8535519,728,24
5/6/20,Washington,7614893,287,8
5/6/20,West Virginia,1792147,-4,2
5/6/20,Wisconsin,5822434,335,9
5/6/20,Wyoming,578759,27,0
5/7/20,Alabama,4903185,355,26
5/7/20,Alaska,731545,2,0
5/7/20,Arizona,7278717,238,24
5/7/20,Arkansas,3017804,78,0
5/7/20,California,39512223,1532,71
5/7/20,Colorado,5758736,549,25
5/7/20,Connecticut,3565287,809,79
5/7/20,Delaware,973764,167,9
5/7/20,District of Columbia,705749,193,8
5/7/20,Florida,21477737,824,61
5/7/20,Georgia,10617423,481,27
5/7/20,Hawaii,1415872,3,0
5/7/20,Idaho,1787065,20,1
5/7/20,Illinois,12671821,2641,138
5/7/20,Indiana,6732219,633,31
5/7/20,Iowa,3155070,660,12
5/7/20,Kansas,2913314,339,1
5/7/20,Kentucky,4467673,198,11
5/7/20,Louisiana,4648794,253,41
5/7/20,Maine,1344212,74,0
5/7/20,Maryland,6045680,1211,49
5/7/20,Massachusetts,6892503,1797,132
5/7/20,Michigan,9986857,555,89
5/7/20,Minnesota,5639632,777,23
5/7/20,Mississippi,2976149,262,22
5/7/20,Missouri,6137428,219,23
5/7/20,Montana,1068778,0,0
5/7/20,Nebraska,1934408,379,2
5/7/20,Nevada,3080156,114,8
5/7/20,New Hampshire,1359711,101,26
5/7/20,New Jersey,8882190,2695,258
5/7/20,New Mexico,2096829,202,3
5/7/20,New York,26161672,3491,229
5/7/20,North Carolina,10488084,487,21
5/7/20,North Dakota,762062,48,0
5/7/20,Ohio,11689100,555,46
5/7/20,Oklahoma,3956971,128,7
5/7/20,Oregon,4217737,73,6
5/7/20,Pennsylvania,12801989,1156,244
5/7/20,Rhode Island,1059361,0,0
5/7/20,South Carolina,5148714,206,11
5/7/20,South Dakota,884659,126,7
5/7/20,Tennessee,6829174,168,-1
5/7/20,Texas,28995881,1108,31
5/7/20,Utah,3205958,124,3
5/7/20,Vermont,623989,8,1
5/7/20,Virginia,8535519,585,32
5/7/20,Washington,7614893,334,21
5/7/20,West Virginia,1792147,45,1
5/7/20,Wisconsin,5822434,314,12
5/7/20,Wyoming,578759,4,0
5/8/20,Alabama,4903185,339,14
5/8/20,Alaska,731545,3,0
5/8/20,Arizona,7278717,581,67
5/8/20,Arkansas,3017804,49,1
5/8/20,California,39512223,1652,80
5/8/20,Colorado,5758736,470,16
5/8/20,Connecticut,3565287,610,76
5/8/20,Delaware,973764,174,11
5/8/20,District of Columbia,705749,245,19
5/8/20,Florida,21477737,371,69
5/8/20,Georgia,10617423,560,42
5/8/20,Hawaii,1415872,0,0
5/8/20,Idaho,1787065,0,0
5/8/20,Illinois,12671821,2940,131
5/8/20,Indiana,6732219,643,33
5/8/20,Iowa,3155070,389,12
5/8/20,Kansas,2913314,335,3
5/8/20,Kentucky,4467673,159,4
5/8/20,Louisiana,4648794,203,19
5/8/20,Maine,1344212,40,1
5/8/20,Maryland,6045680,1111,53
5/8/20,Massachusetts,6892503,1783,150
5/8/20,Michigan,9986857,683,58
5/8/20,Minnesota,5639632,712,26
5/8/20,Mississippi,2976149,404,13
5/8/20,Missouri,6137428,130,21
5/8/20,Montana,1068778,2,0
5/8/20,Nebraska,1934408,626,0
5/8/20,Nevada,3080156,36,1
5/8/20,New Hampshire,1359711,97,0
5/8/20,New Jersey,8882190,1849,153
5/8/20,New Mexico,2096829,180,9
5/8/20,New York,26161672,2938,317
5/8/20,North Carolina,10488084,466,17
5/8/20,North Dakota,762062,54,0
5/8/20,Ohio,11689100,885,35
5/8/20,Oklahoma,3956971,94,6
5/8/20,Oregon,4217737,79,3
5/8/20,Pennsylvania,12801989,1415,126
5/8/20,Rhode Island,1059361,0,0
5/8/20,South Carolina,5148714,225,4
5/8/20,South Dakota,884659,239,0
5/8/20,Tennessee,6829174,354,4
5/8/20,Texas,28995881,1210,40
5/8/20,Utah,3205958,175,0
5/8/20,Vermont,623989,3,0
5/8/20,Virginia,8535519,772,43
5/8/20,Washington,7614893,141,14
5/8/20,West Virginia,1792147,36,1
5/8/20,Wisconsin,5822434,375,10
5/8/20,Wyoming,578759,9,0
5/9/20,Alabama,4903185,283,7
5/9/20,Alaska,731545,1,0
5/9/20,Arizona,7278717,434,15
5/9/20,Arkansas,3017804,0,0
5/9/20,California,39512223,2772,74
5/9/20,Colorado,5758736,509,7
5/9/20,Connecticut,3565287,629,58
5/9/20,Delaware,973764,167,8
5/9/20,District of Columbia,705749,203,7
5/9/20,Florida,21477737,786,46
5/9/20,Georgia,10617423,491,3
5/9/20,Hawaii,1415872,1,0
5/9/20,Idaho,1787065,27,0
5/9/20,Illinois,12671821,2295,107
5/9/20,Indiana,6732219,586,34
5/9/20,Iowa,3155070,228,9
5/9/20,Kansas,2913314,162,6
5/9/20,Kentucky,4467673,156,6
5/9/20,Louisiana,4648794,561,40
5/9/20,Maine,1344212,39,1
5/9/20,Maryland,6045680,1049,52
5/9/20,Massachusetts,6892503,1478,138
5/9/20,Michigan,9986857,538,143
5/9/20,Minnesota,5639632,716,24
5/9/20,Mississippi,2976149,288,12
5/9/20,Missouri,6137428,146,11
5/9/20,Montana,1068778,0,0
5/9/20,Nebraska,1934408,399,0
5/9/20,Nevada,3080156,158,12
5/9/20,New Hampshire,1359711,60,0
5/9/20,New Jersey,8882190,1557,156
5/9/20,New Mexico,2096829,86,10
5/9/20,New York,26161672,2715,221
5/9/20,North Carolina,10488084,472,21
5/9/20,North Dakota,762062,39,2
5/9/20,Ohio,11689100,681,25
5/9/20,Oklahoma,3956971,66,4
5/9/20,Oregon,4217737,92,3
5/9/20,Pennsylvania,12801989,1189,64
5/9/20,Rhode Island,1059361,0,0
5/9/20,South Carolina,5148714,164,10
5/9/20,South Dakota,884659,248,3
5/9/20,Tennessee,6829174,329,1
5/9/20,Texas,28995881,1148,41
5/9/20,Utah,3205958,156,5
5/9/20,Vermont,623989,2,0
5/9/20,Virginia,8535519,854,15
5/9/20,Washington,7614893,299,16
5/9/20,West Virginia,1792147,0,0
5/9/20,Wisconsin,5822434,349,14
5/9/20,Wyoming,578759,9,0
5/10/20,Alabama,4903185,221,3
5/10/20,Alaska,731545,1,0
5/10/20,Arizona,7278717,159,4
5/10/20,Arkansas,3017804,292,3
5/10/20,California,39512223,1028,29
5/10/20,Colorado,5758736,285,4
5/10/20,Connecticut,3565287,516,35
5/10/20,Delaware,973764,0,0
5/10/20,District of Columbia,705749,170,12
5/10/20,Florida,21477737,594,6
5/10/20,Georgia,10617423,520,1
5/10/20,Hawaii,1415872,1,0
5/10/20,Idaho,1787065,25,0
5/10/20,Illinois,12671821,1643,58
5/10/20,Indiana,6732219,394,17
5/10/20,Iowa,3155070,291,13
5/10/20,Kansas,2913314,122,0
5/10/20,Kentucky,4467673,0,0
5/10/20,Louisiana,4648794,183,19
5/10/20,Maine,1344212,26,0
5/10/20,Maryland,6045680,1053,40
5/10/20,Massachusetts,6892503,1100,137
5/10/20,Michigan,9986857,401,24
5/10/20,Minnesota,5639632,480,20
5/10/20,Mississippi,2976149,123,9
5/10/20,Missouri,6137428,102,11
5/10/20,Montana,1068778,0,0
5/10/20,Nebraska,1934408,78,0
5/10/20,Nevada,3080156,71,4
5/10/20,New Hampshire,1359711,64,0
5/10/20,New Jersey,8882190,1357,140
5/10/20,New Mexico,2096829,85,9
5/10/20,New York,26161672,2273,174
5/10/20,North Carolina,10488084,460,13
5/10/20,North Dakota,762062,27,0
5/10/20,Ohio,11689100,384,10
5/10/20,Oklahoma,3956971,99,2
5/10/20,Oregon,4217737,68,0
5/10/20,Pennsylvania,12801989,1379,27
5/10/20,Rhode Island,1059361,0,0
5/10/20,South Carolina,5148714,122,1
5/10/20,South Dakota,884659,124,0
5/10/20,Tennessee,6829174,207,1
5/10/20,Texas,28995881,864,28
5/10/20,Utah,3205958,125,1
5/10/20,Vermont,623989,6,0
5/10/20,Virginia,8535519,885,12
5/10/20,Washington,7614893,233,10
5/10/20,West Virginia,1792147,37,2
5/10/20,Wisconsin,5822434,280,2
5/10/20,Wyoming,578759,9,0
5/11/20,Alabama,4903185,275,10
5/11/20,Alaska,731545,0,0
5/11/20,Arizona,7278717,264,6
5/11/20,Arkansas,3017804,27,3
5/11/20,California,39512223,1729,63
5/11/20,Colorado,5758736,245,17
5/11/20,Connecticut,3565287,238,41
5/11/20,Delaware,973764,275,4
5/11/20,District of Columbia,705749,117,5
5/11/20,Florida,21477737,386,14
5/11/20,Georgia,10617423,284,36
5/11/20,Hawaii,1415872,2,0
5/11/20,Idaho,1787065,30,3
5/11/20,Illinois,12671821,1279,53
5/11/20,Indiana,6732219,501,32
5/11/20,Iowa,3155070,409,6
5/11/20,Kansas,2913314,208,6
5/11/20,Kentucky,4467673,240,7
5/11/20,Louisiana,4648794,215,28
5/11/20,Maine,1344212,23,1
5/11/20,Maryland,6045680,786,24
5/11/20,Massachusetts,6892503,747,129
5/11/20,Michigan,9986857,514,26
5/11/20,Minnesota,5639632,521,13
5/11/20,Mississippi,2976149,173,5
5/11/20,Missouri,6137428,91,17
5/11/20,Montana,1068778,1,0
5/11/20,Nebraska,1934408,236,0
5/11/20,Nevada,3080156,23,0
5/11/20,New Hampshire,1359711,86,0
5/11/20,New Jersey,8882190,1452,84
5/11/20,New Mexico,2096829,195,8
5/11/20,New York,26161672,1660,198
5/11/20,North Carolina,10488084,336,11
5/11/20,North Dakota,762062,27,3
5/11/20,Ohio,11689100,696,16
5/11/20,Oklahoma,3956971,24,2
5/11/20,Oregon,4217737,58,3
5/11/20,Pennsylvania,12801989,520,26
5/11/20,Rhode Island,1059361,1773,0
5/11/20,South Carolina,5148714,139,15
5/11/20,South Dakota,884659,97,0
5/11/20,Tennessee,6829174,535,7
5/11/20,Texas,28995881,1297,23
5/11/20,Utah,3205958,98,1
5/11/20,Vermont,623989,-1,0
5/11/20,Virginia,8535519,989,11
5/11/20,Washington,7614893,233,14
5/11/20,West Virginia,1792147,6,0
5/11/20,Wisconsin,5822434,199,9
5/11/20,Wyoming,578759,7,0
5/12/20,Alabama,4903185,300,32
5/12/20,Alaska,731545,0,0
5/12/20,Arizona,7278717,353,20
5/12/20,Arkansas,3017804,115,1
5/12/20,California,39512223,1651,100
5/12/20,Colorado,5758736,330,23
5/12/20,Connecticut,3565287,578,33
5/12/20,Delaware,973764,180,11
5/12/20,District of Columbia,705749,96,8
5/12/20,Florida,21477737,934,44
5/12/20,Georgia,10617423,673,55
5/12/20,Hawaii,1415872,1,0
5/12/20,Idaho,1787065,33,-1
5/12/20,Illinois,12671821,4017,142
5/12/20,Indiana,6732219,500,33
5/12/20,Iowa,3155070,538,18
5/12/20,Kansas,2913314,81,4
5/12/20,Kentucky,4467673,176,10
5/12/20,Louisiana,4648794,235,40
5/12/20,Maine,1344212,15,0
5/12/20,Maryland,6045680,688,70
5/12/20,Massachusetts,6892503,975,34
5/12/20,Michigan,9986857,541,90
5/12/20,Minnesota,5639632,690,23
5/12/20,Mississippi,2976149,234,22
5/12/20,Missouri,6137428,109,10
5/12/20,Montana,1068778,2,0
5/12/20,Nebraska,1934408,125,0
5/12/20,Nevada,3080156,139,8
5/12/20,New Hampshire,1359711,84,0
5/12/20,New Jersey,8882190,711,191
5/12/20,New Mexico,2096829,124,11
5/12/20,New York,26161672,1430,217
5/12/20,North Carolina,10488084,348,25
5/12/20,North Dakota,762062,53,2
5/12/20,Ohio,11689100,473,79
5/12/20,Oklahoma,3956971,118,4
5/12/20,Oregon,4217737,72,0
5/12/20,Pennsylvania,12801989,851,82
5/12/20,Rhode Island,1059361,124,0
5/12/20,South Carolina,5148714,135,9
5/12/20,South Dakota,884659,49,0
5/12/20,Tennessee,6829174,381,15
5/12/20,Texas,28995881,1113,32
5/12/20,Utah,3205958,65,4
5/12/20,Vermont,623989,1,0
5/12/20,Virginia,8535519,730,42
5/12/20,Washington,7614893,189,17
5/12/20,West Virginia,1792147,12,4
5/12/20,Wisconsin,5822434,193,9
5/12/20,Wyoming,578759,6,0
5/13/20,Alabama,4903185,236,15
5/13/20,Alaska,731545,0,0
5/13/20,Arizona,7278717,480,33
5/13/20,Arkansas,3017804,69,2
5/13/20,California,39512223,1818,78
5/13/20,Colorado,5758736,334,52
5/13/20,Connecticut,3565287,535,82
5/13/20,Delaware,973764,211,10
5/13/20,District of Columbia,705749,99,14
5/13/20,Florida,21477737,448,48
5/13/20,Georgia,10617423,375,21
5/13/20,Hawaii,1415872,3,0
5/13/20,Idaho,1787065,0,0
5/13/20,Illinois,12671821,1692,191
5/13/20,Indiana,6732219,346,38
5/13/20,Iowa,3155070,378,17
5/13/20,Kansas,2913314,278,4
5/13/20,Kentucky,4467673,0,0
5/13/20,Louisiana,4648794,612,35
5/13/20,Maine,1344212,38,1
5/13/20,Maryland,6045680,751,70
5/13/20,Massachusetts,6892503,1295,174
5/13/20,Michigan,9986857,528,40
5/13/20,Minnesota,5639632,437,24
5/13/20,Mississippi,2976149,182,8
5/13/20,Missouri,6137428,174,21
5/13/20,Montana,1068778,1,0
5/13/20,Nebraska,1934408,380,1
5/13/20,Nevada,3080156,194,11
5/13/20,New Hampshire,1359711,60,0
5/13/20,New Jersey,8882190,554,183
